# MANA Casualty Location Results File
# Version: 5.01.04
# Machine Name: MAZZAS-PC
# Run Started at 4/13/2013, 1:50:21 AM
RandSeed= 38865419
ID,x-casualty,y-casualty,time,Cas Squad,Cas Squad ID,Cas alleg,subsquad,state,shooter ID,Squad ID,Sqd name,weapon class,weapon ID,x-shooter,y-shooter,shooter alleg
75
6,15221,2952,16,IED,2,2,0,Default State,61,15,Bradley M2A3,Primary,3,14989,124,1
18,14651,3237,247,Red_Inf_Squad,6,2,0,Shot At State (Sec),60,14,Bradley M2A3,Secondary,2,15462,2834,1
90,14106,3140,255,Red_60mm_mortar,19,2,0,Shot At State (Pri),33,9,M109A6 155mm,Primary,1,28159,779,1
92,14200,3115,257,Red_60mm_mortar,19,2,0,Shot At State (Pri),32,9,M109A6 155mm,Primary,1,27765,449,1
20,15541,3277,275,Red_Inf_Squad,6,2,2,Shot At State (Sec),60,14,Bradley M2A3,Secondary,2,15480,2927,1
26,14064,3088,300,Red_Inf_Squad,6,2,1,Shot At State (Pri),34,9,M109A6 155mm,Primary,1,28319,161,1
24,14953,3567,303,Red_Inf_Squad,6,2,6,Shot At State (Pri),125,30,Bradley_Infantry,Primary,4,15363,2683,1
16,14973,3235,328,Red_Inf_Squad,6,2,5,Shot At State (Sec),60,14,Bradley M2A3,Secondary,2,15611,3018,1
23,14949,3232,329,Red_Inf_Squad,6,2,5,Shot At State (Pri),112,28,Bradley M2A3,Primary,3,15430,2937,1
22,15563,3539,337,Red_Inf_Squad,6,2,4,Shot At State (Pri),8,3,AH64D_AttHeli,Primary,2,17253,2291,1
21,16065,3038,338,Red_Inf_Squad,6,2,3,Shot At State (Pri),8,3,AH64D_AttHeli,Primary,3,17207,2302,1
15,15854,3546,376,Red_Inf_Squad,6,2,4,Shot At State (Sec),60,14,Bradley M2A3,Secondary,2,15625,3126,1
13,15544,3279,376,Red_Inf_Squad,6,2,2,Shot At State (Pri),7,3,AH64D_AttHeli,Primary,2,15912,2732,1
17,14976,3872,380,Red_Inf_Squad,6,2,6,Shot At State (Pri),7,3,AH64D_AttHeli,Primary,2,15874,2766,1
14,15975,2991,390,Red_Inf_Squad,6,2,3,Shot At State (Pri),7,3,AH64D_AttHeli,Primary,1,15854,2771,1
11,14817,3190,410,Red_Inf_Squad,6,2,0,Shot At State (Pri),120,30,Bradley_Infantry,Primary,1,15338,2740,1
12,13461,3145,513,Red_Inf_Squad,6,2,1,Shot At State (Pri),8,3,AH64D_AttHeli,Primary,3,15598,3312,1
25,14481,3201,516,Red_Inf_Squad,6,2,0,Shot At State (Pri),9,3,AH64D_AttHeli,Primary,2,15238,2322,1
91,14222,3075,572,Red_60mm_mortar,19,2,0,Shot At State (Pri),10,3,AH64D_AttHeli,Primary,2,15992,2193,1
0,15012,25807,2473,Minefield,1,2,0,Default State,32,9,M109A6 155mm,Primary,2,27765,449,1
94,12230,17521,2565,Red_Milan,21,2,0,Shot At State (Pri),34,9,M109A6 155mm,Primary,1,28319,161,1
95,12254,17561,2565,Red_Milan,21,2,0,Shot At State (Pri),34,9,M109A6 155mm,Primary,1,28319,161,1
1,15014,25597,2614,Minefield,1,2,0,Default State,34,9,M109A6 155mm,Primary,2,28319,161,1
5,14978,25721,2671,Minefield,1,2,0,Default State,32,9,M109A6 155mm,Primary,2,27765,449,1
4,15179,25387,2882,Minefield,1,2,0,Default State,32,9,M109A6 155mm,Primary,2,27765,449,1
2,14927,25393,2889,Minefield,1,2,0,Default State,34,9,M109A6 155mm,Primary,2,28319,161,1
110,16094,25394,3371,Red_Milan,26,2,1,Shot At State (Pri),32,9,M109A6 155mm,Primary,1,27765,449,1
