# MANA MultiRun Summary File
# Version: 5.01.04
# Machine Name: MAZZAS-PC
# Scenario,F:\SE311-114G\MANA_version5_31st_Jan_2013\ThesisScenario_3_12.xml
# MultiRun Started,4/9/2013,6:18:28 AM
Run,Seed,Alleg1Cas(Blue),Alleg2Cas(Red),Alleg0Cas(Neutral),Blue Reach Goal,Red Reach Goal,Neutral Reach Goal,Steps, Sqd1Cas, Sqd2Cas, Sqd3Cas, Sqd4Cas, Sqd5Cas, Sqd6Cas, Sqd7Cas, Sqd8Cas, Sqd9Cas, Sqd10Cas, Sqd11Cas, Sqd12Cas, Sqd13Cas, Sqd14Cas, Sqd15Cas, Sqd16Cas, Sqd17Cas, Sqd18Cas, Sqd19Cas, Sqd20Cas, Sqd21Cas, Sqd22Cas, Sqd23Cas, Sqd24Cas, Sqd25Cas, Sqd26Cas, Sqd1Inj, Sqd2Inj, Sqd3Inj, Sqd4Inj, Sqd5Inj, Sqd6Inj, Sqd7Inj, Sqd8Inj, Sqd9Inj, Sqd10Inj, Sqd11Inj, Sqd12Inj, Sqd13Inj, Sqd14Inj, Sqd15Inj, Sqd16Inj, Sqd17Inj, Sqd18Inj, Sqd19Inj, Sqd20Inj, Sqd21Inj, Sqd22Inj, Sqd23Inj, Sqd24Inj, Sqd25Inj, Sqd26Inj
1,1176705707,19,66,0,No,No,No,50000, 4, 1, 0, 1, 7, 16, 4, 0, 0, 0, 2, 0, 3, 1, 1, 0, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2,383406911,31,63,0,No,No,No,50000, 3, 1, 2, 1, 7, 16, 4, 0, 0, 1, 2, 7, 5, 1, 1, 0, 11, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3,935911246,26,68,0,No,No,No,50000, 5, 1, 1, 1, 5, 15, 4, 0, 0, 0, 5, 7, 1, 0, 1, 1, 11, 16, 3, 1, 2, 2, 4, 1, 3, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4,581239470,37,63,0,No,No,No,30599, 5, 1, 2, 1, 7, 15, 4, 0, 0, 1, 6, 7, 7, 0, 1, 1, 8, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5,-45446617,25,66,0,No,No,No,50000, 6, 1, 2, 1, 7, 16, 4, 0, 0, 1, 0, 3, 6, 0, 0, 1, 11, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6,1492724060,28,65,0,No,No,No,50000, 4, 1, 2, 0, 5, 15, 4, 0, 0, 0, 7, 0, 7, 1, 1, 1, 11, 16, 3, 1, 2, 0, 4, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7,-168334298,22,64,0,No,No,Yes,10064, 5, 1, 0, 1, 7, 15, 3, 0, 0, 1, 7, 1, 1, 1, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8,-1408491026,30,65,0,No,No,Yes,9124, 5, 1, 0, 1, 7, 16, 2, 0, 0, 1, 3, 7, 7, 0, 1, 1, 11, 16, 3, 1, 2, 0, 4, 0, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9,1222398467,26,66,0,No,No,No,50000, 5, 1, 2, 0, 6, 16, 4, 0, 0, 0, 7, 5, 1, 1, 0, 0, 11, 16, 3, 1, 2, 1, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10,374962621,4,68,0,No,No,Yes,16523, 6, 1, 1, 0, 1, 16, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11,-1366141035,37,55,0,No,No,No,38052, 5, 1, 2, 1, 7, 16, 4, 0, 0, 0, 7, 6, 7, 1, 1, 1, 10, 6, 3, 1, 2, 2, 4, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12,868583261,17,63,0,No,No,Yes,11378, 5, 1, 2, 1, 0, 16, 3, 0, 0, 1, 7, 2, 1, 0, 0, 0, 11, 16, 3, 1, 2, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13,378864846,18,64,0,No,No,Yes,16952, 4, 1, 1, 0, 0, 16, 2, 0, 0, 1, 1, 7, 5, 0, 1, 0, 11, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14,601871085,22,67,0,No,No,Yes,12497, 5, 1, 2, 1, 3, 16, 2, 0, 0, 1, 1, 4, 7, 0, 0, 1, 11, 16, 3, 1, 2, 0, 4, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
15,746004280,31,54,0,No,No,No,50000, 4, 1, 2, 1, 7, 16, 4, 0, 0, 0, 7, 7, 0, 1, 1, 1, 9, 10, 3, 1, 2, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
16,1698353841,10,63,0,No,No,Yes,14529, 5, 1, 0, 1, 0, 16, 3, 0, 0, 0, 4, 0, 0, 1, 1, 0, 11, 13, 3, 1, 2, 2, 4, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
17,1099955153,19,65,0,No,No,Yes,11354, 6, 1, 1, 1, 1, 15, 1, 0, 0, 1, 4, 3, 5, 0, 1, 1, 11, 16, 3, 1, 2, 0, 4, 0, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
18,1140100295,17,64,0,No,No,Yes,15343, 5, 1, 0, 1, 0, 16, 2, 0, 0, 1, 3, 7, 1, 0, 1, 1, 10, 14, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19,1841590336,1,69,0,No,No,No,12540, 6, 1, 0, 0, 0, 16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 15, 3, 1, 2, 2, 4, 0, 4, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20,-953164564,11,54,0,No,No,Yes,9753, 6, 1, 0, 0, 0, 16, 2, 0, 0, 1, 5, 0, 1, 1, 0, 1, 7, 6, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21,301712391,16,68,0,No,No,Yes,11394, 5, 1, 1, 0, 1, 16, 2, 0, 0, 0, 0, 7, 3, 0, 1, 1, 11, 16, 3, 1, 2, 2, 4, 0, 3, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22,-205252036,37,46,0,No,No,No,15671, 4, 1, 2, 1, 7, 16, 4, 0, 0, 1, 7, 7, 5, 1, 1, 1, 11, 1, 3, 1, 2, 0, 4, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23,158486204,37,51,0,No,No,No,41035, 5, 1, 2, 1, 7, 16, 4, 0, 0, 1, 6, 7, 6, 1, 1, 1, 10, 2, 3, 1, 2, 2, 4, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24,-1779848509,34,63,0,No,No,No,50000, 6, 1, 2, 1, 7, 16, 4, 0, 0, 1, 7, 3, 7, 1, 0, 1, 6, 16, 3, 1, 2, 1, 4, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
