# MANA MultiRun Summary File
# Version: 5.01.04
# Machine Name: MAZZAS-PC
# Scenario,F:\SE311-114G\MANA_version5_31st_Jan_2013\ThesisScenario_3_12.xml
# MultiRun Started,3/21/2013,8:34:40 PM
Run,Seed,Alleg1Cas(Blue),Alleg2Cas(Red),Alleg0Cas(Neutral),Blue Reach Goal,Red Reach Goal,Neutral Reach Goal,Steps, Sqd1Cas, Sqd2Cas, Sqd3Cas, Sqd4Cas, Sqd5Cas, Sqd6Cas, Sqd7Cas, Sqd8Cas, Sqd9Cas, Sqd10Cas, Sqd11Cas, Sqd12Cas, Sqd13Cas, Sqd14Cas, Sqd15Cas, Sqd16Cas, Sqd17Cas, Sqd18Cas, Sqd19Cas, Sqd20Cas, Sqd21Cas, Sqd22Cas, Sqd23Cas, Sqd24Cas, Sqd25Cas, Sqd26Cas, Sqd1Inj, Sqd2Inj, Sqd3Inj, Sqd4Inj, Sqd5Inj, Sqd6Inj, Sqd7Inj, Sqd8Inj, Sqd9Inj, Sqd10Inj, Sqd11Inj, Sqd12Inj, Sqd13Inj, Sqd14Inj, Sqd15Inj, Sqd16Inj, Sqd17Inj, Sqd18Inj, Sqd19Inj, Sqd20Inj, Sqd21Inj, Sqd22Inj, Sqd23Inj, Sqd24Inj, Sqd25Inj, Sqd26Inj
1,1547797252,28,65,0,No,No,Yes,8963, 5, 1, 0, 0, 4, 16, 3, 0, 0, 0, 7, 5, 7, 1, 0, 1, 11, 16, 3, 1, 2, 1, 4, 0, 1, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2,673324389,17,55,0,No,No,Yes,11602, 6, 1, 1, 1, 6, 16, 1, 0, 0, 1, 0, 5, 1, 0, 1, 0, 10, 7, 3, 1, 2, 1, 4, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3,681509229,28,50,0,No,No,Yes,10201, 5, 1, 0, 1, 7, 16, 2, 0, 0, 1, 7, 7, 0, 1, 1, 1, 10, 1, 3, 1, 2, 1, 4, 0, 2, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4,2014833977,17,68,0,No,No,Yes,13527, 6, 1, 0, 0, 5, 16, 2, 0, 0, 0, 7, 1, 1, 1, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5,1869205297,12,68,0,No,No,Yes,15374, 5, 1, 1, 0, 0, 16, 3, 0, 0, 0, 7, 0, 0, 1, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 3, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
# MultiRun Finished,3/21/2013,8:52:00 PM
, , BlueCas, RedCas, NeutralCas, BlueGoal, RedGoal, SquadGoal, Steps, RealTime, 
Means, , 20.400000, 61.200000, 0.000000, 0.000000, 0.000000, 1.000000, 11933.400000, 11933.400000, 
Std Errors, , 3.234192, 3.679674, 0.000000, 0.000000, 0.000000, 0.000000, 1146.987384, 1146.987384, 
# Output Ends
