# MANA MultiRun Summary File
# Version: 5.01.04
# Machine Name: MAZZAS-PC
# Scenario,F:\SE311-114G\MANA_version5_31st_Jan_2013\ThesisScenario_3_12.xml
# MultiRun Started,4/9/2013,4:55:26 PM
Run,Seed,Alleg1Cas(Blue),Alleg2Cas(Red),Alleg0Cas(Neutral),Blue Reach Goal,Red Reach Goal,Neutral Reach Goal,Steps, Sqd1Cas, Sqd2Cas, Sqd3Cas, Sqd4Cas, Sqd5Cas, Sqd6Cas, Sqd7Cas, Sqd8Cas, Sqd9Cas, Sqd10Cas, Sqd11Cas, Sqd12Cas, Sqd13Cas, Sqd14Cas, Sqd15Cas, Sqd16Cas, Sqd17Cas, Sqd18Cas, Sqd19Cas, Sqd20Cas, Sqd21Cas, Sqd22Cas, Sqd23Cas, Sqd24Cas, Sqd25Cas, Sqd26Cas, Sqd1Inj, Sqd2Inj, Sqd3Inj, Sqd4Inj, Sqd5Inj, Sqd6Inj, Sqd7Inj, Sqd8Inj, Sqd9Inj, Sqd10Inj, Sqd11Inj, Sqd12Inj, Sqd13Inj, Sqd14Inj, Sqd15Inj, Sqd16Inj, Sqd17Inj, Sqd18Inj, Sqd19Inj, Sqd20Inj, Sqd21Inj, Sqd22Inj, Sqd23Inj, Sqd24Inj, Sqd25Inj, Sqd26Inj
11,1999163268,33,55,0,No,No,Yes,11845, 6, 1, 2, 1, 5, 16, 1, 0, 0, 0, 7, 7, 7, 1, 1, 1, 10, 7, 3, 1, 2, 0, 4, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12,445372139,4,69,0,No,No,No,10288, 6, 1, 1, 0, 0, 16, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 3, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13,176064043,17,66,0,No,No,Yes,15055, 6, 1, 2, 1, 2, 16, 0, 0, 0, 0, 0, 3, 7, 1, 0, 1, 11, 16, 3, 1, 2, 1, 4, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14,-305651901,18,60,0,No,No,Yes,10858, 5, 1, 0, 1, 7, 16, 0, 0, 0, 0, 3, 3, 2, 1, 0, 1, 8, 14, 3, 0, 2, 0, 4, 0, 3, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
15,-1988432177,24,61,0,No,No,Yes,13626, 2, 1, 2, 1, 7, 16, 1, 0, 0, 0, 0, 7, 4, 0, 1, 1, 11, 16, 3, 1, 2, 0, 4, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
16,-1136423040,3,67,0,No,No,Yes,16493, 5, 1, 0, 0, 0, 16, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
17,1628412619,32,57,0,No,No,Yes,9809, 4, 1, 2, 1, 4, 16, 1, 0, 0, 0, 7, 7, 7, 1, 1, 1, 8, 13, 3, 1, 2, 0, 4, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
18,267400677,19,55,0,No,No,Yes,10035, 5, 1, 1, 1, 1, 15, 0, 0, 0, 0, 7, 2, 4, 1, 1, 1, 10, 10, 3, 1, 2, 0, 4, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19,7366520,16,63,0,No,No,Yes,15501, 4, 1, 2, 1, 7, 16, 1, 0, 0, 0, 2, 0, 3, 0, 0, 0, 11, 16, 3, 1, 2, 1, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20,-589552777,11,67,0,No,No,Yes,23222, 5, 1, 1, 0, 4, 16, 1, 0, 0, 0, 2, 1, 2, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21,2043612659,18,65,0,No,No,Yes,16839, 5, 1, 1, 0, 6, 16, 0, 0, 0, 1, 3, 6, 1, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22,1575165973,11,65,0,No,No,Yes,14879, 6, 1, 1, 0, 2, 16, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0, 11, 16, 3, 1, 2, 1, 4, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23,-456763641,21,67,0,No,No,Yes,12465, 6, 1, 2, 1, 7, 16, 1, 0, 0, 0, 1, 0, 7, 0, 1, 1, 10, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24,-2133777362,21,52,0,No,No,Yes,12904, 5, 0, 1, 1, 7, 15, 0, 0, 0, 0, 2, 7, 0, 1, 1, 1, 11, 7, 3, 1, 2, 0, 4, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25,-392112299,17,67,0,No,No,Yes,17787, 6, 1, 0, 0, 2, 16, 2, 0, 0, 1, 0, 6, 4, 1, 1, 0, 11, 16, 3, 1, 2, 2, 4, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
26,-1499316957,9,65,0,No,No,Yes,18430, 5, 1, 1, 0, 3, 16, 0, 0, 0, 0, 1, 3, 1, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
27,-683206265,10,66,0,No,No,Yes,17393, 6, 1, 2, 0, 3, 16, 2, 0, 0, 0, 2, 1, 0, 0, 0, 0, 11, 16, 3, 1, 2, 1, 4, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28,-1388757099,14,68,0,No,No,Yes,17067, 6, 1, 1, 0, 0, 16, 1, 0, 0, 0, 0, 3, 7, 1, 0, 1, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
29,-894607103,14,65,0,No,No,Yes,13696, 5, 1, 2, 1, 0, 16, 2, 0, 0, 0, 1, 0, 7, 0, 0, 1, 11, 16, 3, 1, 2, 1, 4, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
30,206064545,19,65,0,No,No,Yes,15781, 6, 1, 2, 1, 7, 16, 1, 0, 0, 0, 7, 0, 1, 0, 0, 0, 11, 16, 3, 1, 2, 1, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
31,1805407855,23,66,0,No,No,Yes,16122, 5, 1, 2, 1, 2, 16, 0, 0, 0, 0, 6, 3, 7, 1, 0, 1, 11, 16, 3, 1, 2, 1, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
32,58820918,19,67,0,No,No,Yes,17790, 6, 1, 1, 1, 2, 16, 0, 0, 0, 0, 7, 6, 0, 1, 0, 1, 11, 16, 3, 1, 2, 1, 4, 0, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33,-1697616502,34,57,0,No,No,Yes,31900, 6, 1, 2, 1, 7, 16, 0, 0, 0, 0, 7, 7, 7, 1, 1, 1, 9, 11, 3, 1, 2, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34,-641917684,26,62,0,No,No,Yes,12458, 3, 1, 2, 1, 7, 16, 1, 0, 0, 0, 5, 1, 7, 0, 1, 1, 11, 16, 3, 1, 2, 1, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
35,1471359539,12,64,0,No,No,Yes,14163, 4, 1, 0, 0, 5, 16, 0, 0, 0, 0, 0, 3, 1, 1, 1, 1, 11, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
# MultiRun Finished,4/10/2013,12:16:43 AM
, , BlueCas, RedCas, NeutralCas, BlueGoal, RedGoal, SquadGoal, Steps, RealTime, 
Means, , 18.514286, 62.742857, 0.000000, 0.000000, 0.000000, 0.971429, 15155.514286, 15155.514286, 
Std Errors, , 1.269137, 0.861251, 0.000000, 0.000000, 0.000000, 0.028571, 741.455820, 741.455820, 
# Output Ends
