# MANA MultiRun Summary File
# Version: 5.01.04
# Machine Name: MAZZAS-PC
# Scenario,F:\SE311-114G\MANA_version5_31st_Jan_2013\ThesisScenario_3_12.xml
# MultiRun Started,4/9/2013,4:45:27 PM
Run,Seed,Alleg1Cas(Blue),Alleg2Cas(Red),Alleg0Cas(Neutral),Blue Reach Goal,Red Reach Goal,Neutral Reach Goal,Steps, Sqd1Cas, Sqd2Cas, Sqd3Cas, Sqd4Cas, Sqd5Cas, Sqd6Cas, Sqd7Cas, Sqd8Cas, Sqd9Cas, Sqd10Cas, Sqd11Cas, Sqd12Cas, Sqd13Cas, Sqd14Cas, Sqd15Cas, Sqd16Cas, Sqd17Cas, Sqd18Cas, Sqd19Cas, Sqd20Cas, Sqd21Cas, Sqd22Cas, Sqd23Cas, Sqd24Cas, Sqd25Cas, Sqd26Cas, Sqd1Inj, Sqd2Inj, Sqd3Inj, Sqd4Inj, Sqd5Inj, Sqd6Inj, Sqd7Inj, Sqd8Inj, Sqd9Inj, Sqd10Inj, Sqd11Inj, Sqd12Inj, Sqd13Inj, Sqd14Inj, Sqd15Inj, Sqd16Inj, Sqd17Inj, Sqd18Inj, Sqd19Inj, Sqd20Inj, Sqd21Inj, Sqd22Inj, Sqd23Inj, Sqd24Inj, Sqd25Inj, Sqd26Inj
1,1573379992,17,66,0,No,No,Yes,15683, 6, 1, 1, 0, 6, 16, 0, 0, 0, 1, 1, 4, 4, 0, 0, 0, 11, 16, 3, 1, 2, 0, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2,-1354746240,9,65,0,No,No,Yes,14045, 5, 1, 1, 0, 1, 16, 1, 0, 0, 0, 3, 0, 0, 1, 1, 1, 11, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3,1576931741,10,69,0,No,No,No,10387, 5, 1, 1, 0, 1, 16, 1, 0, 0, 1, 0, 3, 2, 1, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 4, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4,-198961777,12,61,0,No,No,Yes,10752, 4, 1, 0, 1, 7, 15, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 10, 16, 3, 1, 2, 1, 4, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5,199930097,37,44,0,No,No,No,17267, 6, 1, 2, 1, 7, 16, 4, 0, 0, 0, 6, 7, 7, 1, 1, 1, 7, 2, 3, 0, 2, 0, 3, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6,-557746455,23,69,0,No,No,No,20471, 5, 1, 1, 1, 0, 16, 4, 0, 0, 1, 1, 6, 7, 1, 0, 1, 11, 16, 3, 1, 2, 2, 4, 0, 4, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7,-1562642406,9,51,0,No,No,Yes,8890, 4, 1, 0, 0, 2, 16, 3, 0, 0, 0, 1, 2, 0, 0, 1, 0, 10, 5, 3, 1, 2, 1, 4, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8,1854352840,26,62,0,No,No,Yes,9855, 6, 1, 0, 1, 7, 16, 3, 0, 0, 0, 4, 7, 3, 0, 1, 0, 7, 16, 3, 1, 2, 0, 4, 0, 2, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9,1092493916,32,51,0,No,No,Yes,11204, 6, 1, 0, 1, 7, 16, 2, 0, 0, 1, 4, 7, 7, 1, 1, 1, 10, 4, 3, 0, 2, 0, 4, 0, 1, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10,883683290,23,62,0,No,No,Yes,10995, 5, 1, 0, 1, 7, 16, 2, 0, 0, 0, 3, 7, 2, 0, 1, 0, 11, 14, 3, 1, 2, 1, 4, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11,774601860,29,53,0,No,No,Yes,7913, 6, 1, 0, 0, 1, 16, 3, 0, 0, 1, 7, 7, 7, 1, 1, 1, 8, 8, 3, 1, 2, 0, 4, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12,-2052033630,18,58,0,No,No,Yes,12287, 6, 1, 2, 1, 0, 16, 2, 0, 0, 0, 5, 2, 3, 1, 1, 1, 10, 12, 3, 0, 2, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13,102409910,19,58,0,No,No,Yes,11523, 6, 1, 1, 0, 2, 16, 2, 0, 0, 0, 2, 7, 4, 0, 1, 0, 3, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14,1497151628,36,57,0,No,No,No,50000, 3, 1, 1, 1, 5, 16, 4, 0, 0, 1, 7, 7, 7, 1, 1, 1, 11, 9, 3, 1, 2, 2, 4, 1, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
15,894713738,9,67,0,No,No,No,50000, 5, 1, 1, 1, 1, 16, 4, 0, 0, 0, 0, 1, 1, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
16,765649771,22,63,0,No,No,Yes,10676, 6, 1, 0, 1, 7, 16, 2, 0, 0, 0, 2, 1, 7, 0, 1, 1, 10, 15, 3, 1, 2, 0, 4, 0, 1, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
17,-1331315659,20,65,0,No,No,Yes,13550, 5, 1, 2, 1, 1, 16, 1, 0, 0, 0, 7, 5, 1, 1, 0, 1, 11, 15, 3, 1, 2, 1, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
18,630745857,22,66,0,No,No,Yes,15325, 6, 1, 1, 0, 6, 16, 2, 0, 0, 0, 7, 1, 4, 1, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
