# MANA MultiRun Summary File
# Version: 5.01.04
# Machine Name: MAZZAS-PC
# Scenario,F:\SE311-114G\MANA_version5_31st_Jan_2013\ThesisScenario_3_12.xml
# MultiRun Started,4/8/2013,3:24:35 PM
Run,Seed,Alleg1Cas(Blue),Alleg2Cas(Red),Alleg0Cas(Neutral),Blue Reach Goal,Red Reach Goal,Neutral Reach Goal,Steps, Sqd1Cas, Sqd2Cas, Sqd3Cas, Sqd4Cas, Sqd5Cas, Sqd6Cas, Sqd7Cas, Sqd8Cas, Sqd9Cas, Sqd10Cas, Sqd11Cas, Sqd12Cas, Sqd13Cas, Sqd14Cas, Sqd15Cas, Sqd16Cas, Sqd17Cas, Sqd18Cas, Sqd19Cas, Sqd20Cas, Sqd21Cas, Sqd22Cas, Sqd23Cas, Sqd24Cas, Sqd25Cas, Sqd26Cas, Sqd1Inj, Sqd2Inj, Sqd3Inj, Sqd4Inj, Sqd5Inj, Sqd6Inj, Sqd7Inj, Sqd8Inj, Sqd9Inj, Sqd10Inj, Sqd11Inj, Sqd12Inj, Sqd13Inj, Sqd14Inj, Sqd15Inj, Sqd16Inj, Sqd17Inj, Sqd18Inj, Sqd19Inj, Sqd20Inj, Sqd21Inj, Sqd22Inj, Sqd23Inj, Sqd24Inj, Sqd25Inj, Sqd26Inj
1,218036871,21,58,0,No,No,Yes,9806, 5, 1, 2, 1, 3, 16, 1, 0, 0, 1, 3, 0, 7, 1, 1, 1, 8, 12, 3, 1, 2, 0, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2,2024944567,12,66,0,No,No,No,50000, 6, 1, 0, 0, 4, 16, 4, 0, 0, 1, 1, 0, 2, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3,919068892,15,63,0,No,No,Yes,12679, 5, 1, 2, 0, 0, 16, 0, 0, 0, 0, 7, 3, 2, 1, 0, 0, 11, 14, 3, 1, 2, 1, 4, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4,12868499,14,66,0,No,No,Yes,19322, 6, 1, 2, 1, 2, 16, 0, 0, 0, 0, 1, 1, 6, 0, 1, 0, 11, 16, 3, 1, 2, 0, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5,1927638819,12,67,0,No,No,Yes,17628, 4, 1, 0, 0, 0, 16, 2, 0, 0, 1, 7, 0, 0, 1, 0, 1, 11, 16, 3, 1, 2, 2, 4, 0, 3, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6,-94937002,10,66,0,No,No,No,50000, 6, 1, 1, 0, 2, 16, 4, 0, 0, 0, 1, 1, 1, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7,1672749946,15,65,0,No,No,Yes,14347, 6, 1, 2, 0, 5, 16, 2, 0, 0, 0, 1, 3, 2, 0, 0, 0, 10, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8,-1727936096,13,66,0,No,No,Yes,16024, 6, 1, 1, 0, 2, 14, 0, 0, 0, 0, 0, 0, 7, 1, 1, 1, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9,-1319573962,38,46,0,No,No,No,14332, 4, 1, 2, 1, 7, 16, 4, 0, 0, 0, 7, 7, 7, 1, 1, 1, 8, 4, 3, 1, 2, 0, 4, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10,-2084308965,37,41,0,No,No,No,11592, 4, 1, 2, 1, 7, 16, 3, 0, 0, 1, 7, 7, 7, 1, 1, 0, 5, 2, 3, 1, 2, 0, 4, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
