# MANA Casualty Location Results File
# Version: 5.01.04
# Machine Name: MAZZAS-PC
# Run Started at 4/9/2013, 7:14:01 AM
RandSeed= 581239470
ID,x-casualty,y-casualty,time,Cas Squad,Cas Squad ID,Cas alleg,subsquad,state,shooter ID,Squad ID,Sqd name,weapon class,weapon ID,x-shooter,y-shooter,shooter alleg
100
6,15221,2952,50,IED,2,2,0,Default State,9,4,Bradley M2A3,Primary,3,14747,826,1
29,14926,3167,143,Red_Inf_Squad,6,2,5,Shot At State (Sec),9,4,Bradley M2A3,Secondary,2,14979,2727,1
23,14893,3492,148,Red_Inf_Squad,6,2,6,Shot At State (Sec),9,4,Bradley M2A3,Secondary,2,14956,2811,1
91,14298,3108,150,Red_60mm_mortar,19,2,0,Shot At State (Sec),9,4,Bradley M2A3,Secondary,2,14929,2841,1
93,14347,3115,156,Red_60mm_mortar,19,2,0,Shot At State (Sec),63,16,Bradley M2A3,Secondary,2,15081,2484,1
27,15739,3009,158,Red_Inf_Squad,6,2,3,Shot At State (Sec),63,16,Bradley M2A3,Secondary,2,15067,2530,1
18,14127,3045,160,Red_Inf_Squad,6,2,1,Shot At State (Sec),9,4,Bradley M2A3,Secondary,2,14905,2800,1
32,14052,3033,161,Red_Inf_Squad,6,2,1,Shot At State (Sec),9,4,Bradley M2A3,Secondary,2,14897,2797,1
17,14362,3222,161,Red_Inf_Squad,6,2,0,Shot At State (Sec),63,16,Bradley M2A3,Secondary,2,15094,2599,1
19,15543,3279,164,Red_Inf_Squad,6,2,2,Shot At State (Sec),63,16,Bradley M2A3,Secondary,2,15086,2669,1
20,15864,3039,168,Red_Inf_Squad,6,2,3,Shot At State (Sec),63,16,Bradley M2A3,Secondary,2,15097,2769,1
26,15543,3277,169,Red_Inf_Squad,6,2,2,Shot At State (Sec),63,16,Bradley M2A3,Secondary,2,15117,2786,1
28,15833,3459,191,Red_Inf_Squad,6,2,4,Shot At State (Sec),63,16,Bradley M2A3,Secondary,2,15278,3310,1
54,15320,3407,196,Bradley_Infantry,13,1,0,Default State,21,6,Red_Inf_Squad,Primary,4,15919,3505,2
55,15320,3407,196,Bradley_Infantry,13,1,0,Default State,21,6,Red_Inf_Squad,Primary,4,15919,3505,2
56,15320,3407,196,Bradley_Infantry,13,1,0,Default State,21,6,Red_Inf_Squad,Primary,4,15919,3505,2
57,15320,3407,196,Bradley_Infantry,13,1,0,Default State,21,6,Red_Inf_Squad,Primary,4,15919,3505,2
58,15320,3407,196,Bradley_Infantry,13,1,0,Default State,21,6,Red_Inf_Squad,Primary,4,15919,3505,2
59,15320,3407,196,Bradley_Infantry,13,1,0,Default State,21,6,Red_Inf_Squad,Primary,4,15919,3505,2
60,15320,3407,196,Bradley_Infantry,13,1,0,Default State,21,6,Red_Inf_Squad,Primary,4,15919,3505,2
63,15343,3419,196,Bradley M2A3,16,1,0,Shot At State (Pri),21,6,Red_Inf_Squad,Primary,4,15919,3505,2
24,14199,3210,202,Red_Inf_Squad,6,2,0,Shot At State (Sec),9,4,Bradley M2A3,Secondary,2,14898,2831,1
31,14875,3220,218,Red_Inf_Squad,6,2,0,Shot At State (Pri),11,5,Bradley_Infantry,Primary,1,14898,2915,1
92,14331,3080,224,Red_60mm_mortar,19,2,0,Shot At State (Pri),38,9,M109A6 155mm,Primary,1,28462,1099,1
30,14920,3747,232,Red_Inf_Squad,6,2,6,Shot At State (Sec),9,4,Bradley M2A3,Secondary,2,14889,2882,1
22,14914,3298,260,Red_Inf_Squad,6,2,5,Shot At State (Pri),16,5,Bradley_Infantry,Primary,2,14906,3032,1
21,15917,3502,378,Red_Inf_Squad,6,2,4,Shot At State (Pri),8,3,AH64D_AttHeli,Primary,2,18071,2496,1
35,13655,15674,3335,M1A2 Abrams Sep,7,1,0,Default State,95,21,Red_Milan,Primary,1,12208,17531,2
95,12208,17531,3338,Red_Milan,21,2,0,Shot At State (Pri),7,3,AH64D_AttHeli,Primary,2,14874,12369,1
34,13668,16347,3391,M1A2 Abrams Sep,7,1,0,Default State,96,21,Red_Milan,Primary,1,12398,17590,2
5,14995,25379,3535,Minefield,1,2,0,Default State,38,9,M109A6 155mm,Primary,2,28462,1099,1
3,14932,25374,3615,Minefield,1,2,0,Default State,38,9,M109A6 155mm,Primary,2,28462,1099,1
96,12398,17590,3708,Red_Milan,21,2,0,Shot At State (Pri),8,3,AH64D_AttHeli,Primary,2,13951,16676,1
39,14312,29469,4006,RQ11 Raven,10,1,0,Default State,109,26,Red_Milan,Secondary,2,14130,29872,2
79,14529,31077,4020,Red_Inf_Squad,18,2,0,Shot At State (Pri),38,9,M109A6 155mm,Primary,1,28462,1099,1
80,14193,30697,4040,Red_Inf_Squad,18,2,1,Shot At State (Pri),38,9,M109A6 155mm,Primary,1,28462,1099,1
86,14120,30744,4040,Red_Inf_Squad,18,2,1,Shot At State (Pri),38,9,M109A6 155mm,Primary,1,28462,1099,1
87,14615,31246,4041,Red_Inf_Squad,18,2,0,Shot At State (Pri),38,9,M109A6 155mm,Primary,1,28462,1099,1
1,15182,25414,4058,Minefield,1,2,0,Default State,38,9,M109A6 155mm,Primary,2,28462,1099,1
84,14438,30719,4072,Red_Inf_Squad,18,2,1,Shot At State (Pri),38,9,M109A6 155mm,Primary,1,28462,1099,1
82,13714,30835,4091,Red_Inf_Squad,18,2,1,Shot At State (Pri),38,9,M109A6 155mm,Primary,1,28462,1099,1
110,15971,25355,4151,Red_Milan,26,2,1,Shot At State (Pri),7,3,AH64D_AttHeli,Primary,2,14634,20628,1
33,14382,23632,4186,M1A2 Abrams Sep,7,1,0,Default State,111,26,Red_Milan,Primary,1,16182,25397,2
111,16182,25397,4299,Red_Milan,26,2,1,Shot At State (Pri),8,3,AH64D_AttHeli,Primary,2,13919,20749,1
10,14017,25332,4383,Bradley_Infantry,5,1,0,Reach Dynamic Waypoint State,102,23,T-90M,Primary,3,12385,29220,2
11,14017,25332,4383,Bradley_Infantry,5,1,0,Reach Dynamic Waypoint State,102,23,T-90M,Primary,3,12385,29220,2
12,14017,25332,4383,Bradley_Infantry,5,1,0,Reach Dynamic Waypoint State,102,23,T-90M,Primary,3,12385,29220,2
13,14017,25332,4383,Bradley_Infantry,5,1,0,Reach Dynamic Waypoint State,102,23,T-90M,Primary,3,12385,29220,2
14,14017,25332,4383,Bradley_Infantry,5,1,0,Reach Dynamic Waypoint State,102,23,T-90M,Primary,3,12385,29220,2
15,14017,25332,4383,Bradley_Infantry,5,1,0,Reach Dynamic Waypoint State,102,23,T-90M,Primary,3,12385,29220,2
16,14017,25332,4383,Bradley_Infantry,5,1,0,Reach Dynamic Waypoint State,102,23,T-90M,Primary,3,12385,29220,2
9,14015,25343,4383,Bradley M2A3,4,1,0,Shot At State (Pri),102,23,T-90M,Primary,3,12385,29220,2
99,11898,29560,4398,T-90M,23,2,0,Squad Taken Shot State (Pri),7,3,AH64D_AttHeli,Primary,2,14239,22481,1
