# MANA MultiRun Summary File
# Version: 5.01.04
# Machine Name: MAZZAS-PC
# Scenario,F:\SE311-114G\MANA_version5_31st_Jan_2013\ThesisScenario_3_12.xml
# MultiRun Started,4/9/2013,6:18:20 AM
Run,Seed,Alleg1Cas(Blue),Alleg2Cas(Red),Alleg0Cas(Neutral),Blue Reach Goal,Red Reach Goal,Neutral Reach Goal,Steps, Sqd1Cas, Sqd2Cas, Sqd3Cas, Sqd4Cas, Sqd5Cas, Sqd6Cas, Sqd7Cas, Sqd8Cas, Sqd9Cas, Sqd10Cas, Sqd11Cas, Sqd12Cas, Sqd13Cas, Sqd14Cas, Sqd15Cas, Sqd16Cas, Sqd17Cas, Sqd18Cas, Sqd19Cas, Sqd20Cas, Sqd21Cas, Sqd22Cas, Sqd23Cas, Sqd24Cas, Sqd25Cas, Sqd26Cas, Sqd1Inj, Sqd2Inj, Sqd3Inj, Sqd4Inj, Sqd5Inj, Sqd6Inj, Sqd7Inj, Sqd8Inj, Sqd9Inj, Sqd10Inj, Sqd11Inj, Sqd12Inj, Sqd13Inj, Sqd14Inj, Sqd15Inj, Sqd16Inj, Sqd17Inj, Sqd18Inj, Sqd19Inj, Sqd20Inj, Sqd21Inj, Sqd22Inj, Sqd23Inj, Sqd24Inj, Sqd25Inj, Sqd26Inj
1,1154957383,11,65,0,No,No,No,50000, 5, 1, 1, 0, 4, 16, 4, 0, 0, 0, 1, 1, 0, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2,1583440073,8,67,0,No,No,Yes,14327, 5, 1, 0, 1, 0, 16, 3, 0, 0, 0, 2, 2, 0, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3,-1115393084,22,59,0,No,No,Yes,10037, 4, 1, 0, 1, 7, 16, 0, 0, 0, 0, 7, 3, 1, 1, 1, 1, 10, 12, 3, 1, 2, 1, 4, 0, 1, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4,-963641271,18,65,0,No,No,No,50000, 5, 1, 0, 0, 5, 16, 4, 0, 0, 0, 2, 3, 3, 0, 0, 1, 11, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5,-1011360552,22,65,0,No,No,Yes,15069, 6, 1, 0, 1, 1, 16, 2, 0, 0, 0, 6, 7, 4, 0, 1, 0, 10, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6,1350781088,18,67,0,No,No,No,50000, 5, 1, 2, 0, 3, 16, 4, 0, 0, 0, 3, 4, 1, 1, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7,1111336043,26,67,0,No,No,No,50000, 5, 1, 1, 1, 4, 16, 4, 0, 0, 1, 5, 1, 7, 1, 1, 0, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8,-199898939,37,61,0,No,No,No,24817, 6, 1, 2, 1, 7, 16, 4, 0, 0, 1, 5, 7, 7, 1, 1, 1, 11, 9, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9,1141611197,12,67,0,No,No,Yes,13199, 6, 1, 1, 0, 0, 16, 2, 0, 0, 0, 0, 7, 1, 0, 1, 0, 10, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10,184625266,25,65,0,No,No,Yes,13521, 5, 1, 1, 1, 7, 16, 3, 0, 0, 0, 1, 7, 3, 1, 1, 0, 8, 15, 3, 1, 2, 2, 4, 0, 4, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
