# MANA MultiRun Summary File
# Version: 5.01.04
# Machine Name: MAZZAS-PC
# Scenario,F:\SE311-114G\MANA_version5_31st_Jan_2013\ThesisScenario_3_12.xml
# MultiRun Started,4/8/2013,9:58:06 PM
Run,Seed,Alleg1Cas(Blue),Alleg2Cas(Red),Alleg0Cas(Neutral),Blue Reach Goal,Red Reach Goal,Neutral Reach Goal,Steps, Sqd1Cas, Sqd2Cas, Sqd3Cas, Sqd4Cas, Sqd5Cas, Sqd6Cas, Sqd7Cas, Sqd8Cas, Sqd9Cas, Sqd10Cas, Sqd11Cas, Sqd12Cas, Sqd13Cas, Sqd14Cas, Sqd15Cas, Sqd16Cas, Sqd17Cas, Sqd18Cas, Sqd19Cas, Sqd20Cas, Sqd21Cas, Sqd22Cas, Sqd23Cas, Sqd24Cas, Sqd25Cas, Sqd26Cas, Sqd1Inj, Sqd2Inj, Sqd3Inj, Sqd4Inj, Sqd5Inj, Sqd6Inj, Sqd7Inj, Sqd8Inj, Sqd9Inj, Sqd10Inj, Sqd11Inj, Sqd12Inj, Sqd13Inj, Sqd14Inj, Sqd15Inj, Sqd16Inj, Sqd17Inj, Sqd18Inj, Sqd19Inj, Sqd20Inj, Sqd21Inj, Sqd22Inj, Sqd23Inj, Sqd24Inj, Sqd25Inj, Sqd26Inj
1,-1952281427,23,64,0,No,No,Yes,13180, 5, 1, 1, 0, 6, 16, 3, 0, 0, 0, 7, 0, 4, 1, 1, 0, 11, 16, 3, 1, 2, 1, 4, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2,-622462343,22,64,0,No,No,Yes,13629, 3, 1, 1, 1, 2, 16, 2, 0, 0, 0, 7, 7, 0, 1, 1, 0, 10, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3,-1599372889,19,53,0,No,No,Yes,13744, 5, 1, 2, 1, 4, 16, 2, 0, 0, 1, 1, 1, 5, 1, 1, 0, 9, 8, 3, 0, 2, 0, 4, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4,629732519,25,62,0,No,No,Yes,11452, 3, 1, 0, 1, 0, 16, 0, 0, 0, 0, 7, 7, 7, 1, 1, 1, 10, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5,1981377468,37,37,0,No,No,No,10508, 5, 1, 2, 1, 7, 16, 2, 0, 0, 1, 7, 7, 7, 1, 1, 1, 3, 1, 3, 1, 2, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6,2115764300,7,67,0,No,No,Yes,14022, 6, 1, 1, 0, 0, 16, 2, 0, 0, 0, 0, 2, 0, 1, 1, 0, 11, 16, 3, 1, 2, 2, 4, 0, 1, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7,-1055290276,37,35,0,No,No,No,11842, 4, 1, 0, 1, 7, 16, 4, 0, 0, 1, 7, 7, 7, 1, 1, 1, 8, 0, 3, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8,-1994596415,12,57,0,No,No,Yes,10574, 5, 1, 2, 1, 0, 16, 3, 0, 0, 0, 1, 2, 0, 1, 1, 1, 8, 9, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9,-497572240,16,64,0,No,No,Yes,14529, 6, 1, 2, 1, 1, 15, 0, 0, 0, 0, 7, 1, 3, 1, 0, 0, 11, 16, 3, 1, 2, 1, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10,-1967852048,30,52,0,No,No,Yes,12336, 5, 1, 2, 1, 7, 16, 3, 0, 0, 0, 7, 0, 7, 1, 1, 1, 8, 8, 3, 1, 2, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
