# MANA MultiRun Summary File
# Version: 5.01.04
# Machine Name: MAZZAS-PC
# Scenario,F:\SE311-114G\MANA_version5_31st_Jan_2013\ThesisScenario_3_12.xml
# MultiRun Started,3/21/2013,8:03:17 PM
Run,Seed,Alleg1Cas(Blue),Alleg2Cas(Red),Alleg0Cas(Neutral),Blue Reach Goal,Red Reach Goal,Neutral Reach Goal,Steps, Sqd1Cas, Sqd2Cas, Sqd3Cas, Sqd4Cas, Sqd5Cas, Sqd6Cas, Sqd7Cas, Sqd8Cas, Sqd9Cas, Sqd10Cas, Sqd11Cas, Sqd12Cas, Sqd13Cas, Sqd14Cas, Sqd15Cas, Sqd16Cas, Sqd17Cas, Sqd18Cas, Sqd19Cas, Sqd20Cas, Sqd21Cas, Sqd22Cas, Sqd23Cas, Sqd24Cas, Sqd25Cas, Sqd26Cas, Sqd1Inj, Sqd2Inj, Sqd3Inj, Sqd4Inj, Sqd5Inj, Sqd6Inj, Sqd7Inj, Sqd8Inj, Sqd9Inj, Sqd10Inj, Sqd11Inj, Sqd12Inj, Sqd13Inj, Sqd14Inj, Sqd15Inj, Sqd16Inj, Sqd17Inj, Sqd18Inj, Sqd19Inj, Sqd20Inj, Sqd21Inj, Sqd22Inj, Sqd23Inj, Sqd24Inj, Sqd25Inj, Sqd26Inj
1,1547797252,37,45,0,No,No,No,26019, 5, 1, 2, 1, 6, 16, 4, 0, 0, 1, 6, 7, 7, 1, 1, 1, 5, 4, 3, 1, 2, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2,-1885697060,22,62,0,No,No,Yes,13796, 4, 1, 0, 0, 3, 15, 2, 0, 0, 0, 0, 7, 7, 1, 1, 1, 11, 16, 3, 1, 2, 1, 4, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3,-1762439655,34,47,0,No,No,Yes,9190, 3, 1, 0, 1, 7, 16, 2, 0, 0, 0, 7, 7, 7, 1, 1, 1, 7, 6, 3, 1, 2, 0, 4, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4,-1306751857,26,65,0,No,No,No,50000, 3, 1, 1, 1, 4, 16, 4, 0, 0, 0, 5, 7, 3, 0, 1, 0, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5,-1456784542,17,58,0,No,No,Yes,10417, 6, 1, 1, 0, 1, 16, 1, 0, 0, 0, 4, 1, 7, 1, 0, 1, 11, 8, 3, 1, 2, 1, 4, 0, 1, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
# MultiRun Finished,3/21/2013,8:26:31 PM
, , BlueCas, RedCas, NeutralCas, BlueGoal, RedGoal, SquadGoal, Steps, RealTime, 
Means, , 27.200000, 55.400000, 0.000000, 0.000000, 0.000000, 0.600000, 21884.400000, 21884.400000, 
Std Errors, , 3.706751, 4.007493, 0.000000, 0.000000, 0.000000, 0.244949, 7634.307923, 7634.307923, 
# Output Ends
