# MANA MultiRun Summary File
# Version: 5.01.04
# Machine Name: MAZZAS-PC
# Scenario,F:\SE311-114G\MANA_version5_31st_Jan_2013\ThesisScenario_3_12.xml
# MultiRun Started,4/9/2013,4:51:17 PM
Run,Seed,Alleg1Cas(Blue),Alleg2Cas(Red),Alleg0Cas(Neutral),Blue Reach Goal,Red Reach Goal,Neutral Reach Goal,Steps, Sqd1Cas, Sqd2Cas, Sqd3Cas, Sqd4Cas, Sqd5Cas, Sqd6Cas, Sqd7Cas, Sqd8Cas, Sqd9Cas, Sqd10Cas, Sqd11Cas, Sqd12Cas, Sqd13Cas, Sqd14Cas, Sqd15Cas, Sqd16Cas, Sqd17Cas, Sqd18Cas, Sqd19Cas, Sqd20Cas, Sqd21Cas, Sqd22Cas, Sqd23Cas, Sqd24Cas, Sqd25Cas, Sqd26Cas, Sqd1Inj, Sqd2Inj, Sqd3Inj, Sqd4Inj, Sqd5Inj, Sqd6Inj, Sqd7Inj, Sqd8Inj, Sqd9Inj, Sqd10Inj, Sqd11Inj, Sqd12Inj, Sqd13Inj, Sqd14Inj, Sqd15Inj, Sqd16Inj, Sqd17Inj, Sqd18Inj, Sqd19Inj, Sqd20Inj, Sqd21Inj, Sqd22Inj, Sqd23Inj, Sqd24Inj, Sqd25Inj, Sqd26Inj
1,-1798046457,14,66,0,No,No,No,50000, 5, 1, 1, 0, 2, 16, 4, 0, 0, 0, 3, 0, 2, 1, 1, 0, 11, 16, 3, 1, 2, 2, 4, 0, 1, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2,1075690275,14,57,0,No,No,Yes,17330, 6, 1, 2, 0, 4, 16, 2, 0, 0, 0, 1, 1, 1, 1, 1, 1, 11, 10, 3, 0, 2, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3,524554138,24,64,0,No,No,No,50000, 3, 1, 1, 1, 7, 16, 4, 0, 0, 0, 3, 4, 1, 1, 1, 1, 11, 16, 3, 1, 2, 2, 4, 1, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4,1444965240,23,64,0,No,No,No,50000, 5, 1, 2, 1, 2, 16, 4, 0, 0, 0, 4, 1, 7, 0, 1, 1, 9, 16, 3, 1, 2, 1, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5,-2020274584,34,63,0,No,No,No,50000, 5, 1, 2, 1, 6, 16, 4, 0, 0, 1, 7, 5, 7, 0, 1, 0, 11, 16, 3, 1, 2, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6,-2041499798,37,56,0,No,No,No,47857, 4, 1, 2, 1, 7, 16, 4, 0, 0, 0, 7, 6, 7, 1, 1, 1, 11, 8, 3, 1, 2, 0, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7,-1136989312,7,66,0,No,No,Yes,17441, 4, 1, 0, 0, 0, 16, 3, 0, 0, 0, 3, 0, 0, 1, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8,-1957917832,37,62,0,No,No,No,43105, 4, 1, 2, 1, 5, 16, 4, 0, 0, 1, 7, 7, 7, 1, 1, 1, 9, 16, 3, 1, 2, 0, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9,-2040529613,16,66,0,No,No,No,50000, 5, 1, 0, 1, 4, 16, 4, 0, 0, 0, 3, 2, 2, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 1, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10,-811135418,9,68,0,No,No,Yes,14663, 6, 1, 1, 0, 5, 16, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
