# MANA Casualty Location Results File
# Version: 5.01.04
# Machine Name: MAZZAS-PC
# Run Started at 3/21/2013, 7:49:37 PM
RandSeed= -1126582692
ID,x-casualty,y-casualty,time,Cas Squad,Cas Squad ID,Cas alleg,subsquad,state,shooter ID,Squad ID,Sqd name,weapon class,weapon ID,x-shooter,y-shooter,shooter alleg
82
6,15221,2952,25,IED,2,2,0,Default State,36,7,M1A2 Abrams Sep,Primary,1,15237,634,1
92,14191,3074,128,Red_60mm_mortar,19,2,0,Shot At State (Pri),63,16,Bradley M2A3,Primary,3,15058,1781,1
10,14871,2710,157,Bradley_Infantry,5,1,0,Shot At State (Pri),29,6,Red_Inf_Squad,Primary,4,14957,3220,2
11,14871,2710,157,Bradley_Infantry,5,1,0,Shot At State (Pri),29,6,Red_Inf_Squad,Primary,4,14957,3220,2
12,14871,2710,157,Bradley_Infantry,5,1,0,Shot At State (Pri),29,6,Red_Inf_Squad,Primary,4,14957,3220,2
13,14871,2710,157,Bradley_Infantry,5,1,0,Shot At State (Pri),29,6,Red_Inf_Squad,Primary,4,14957,3220,2
14,14871,2710,157,Bradley_Infantry,5,1,0,Shot At State (Pri),29,6,Red_Inf_Squad,Primary,4,14957,3220,2
15,14871,2710,157,Bradley_Infantry,5,1,0,Shot At State (Pri),29,6,Red_Inf_Squad,Primary,4,14957,3220,2
16,14871,2710,157,Bradley_Infantry,5,1,0,Shot At State (Pri),29,6,Red_Inf_Squad,Primary,4,14957,3220,2
9,14871,2710,157,Bradley M2A3,4,1,0,Shot At State (Pri),29,6,Red_Inf_Squad,Primary,4,14957,3220,2
26,15541,3277,170,Red_Inf_Squad,6,2,2,Shot At State (Sec),63,16,Bradley M2A3,Secondary,2,15424,2754,1
20,15641,3036,171,Red_Inf_Squad,6,2,3,Shot At State (Sec),63,16,Bradley M2A3,Secondary,2,15425,2756,1
29,14957,3220,189,Red_Inf_Squad,6,2,5,Shot At State (Sec),61,14,Bradley M2A3,Secondary,2,15203,2686,1
22,14979,3404,200,Red_Inf_Squad,6,2,5,Shot At State (Sec),61,14,Bradley M2A3,Secondary,2,15152,2749,1
27,15755,3039,201,Red_Inf_Squad,6,2,3,Shot At State (Pri),38,9,M109A6 155mm,Primary,1,28199,951,1
24,14689,3180,203,Red_Inf_Squad,6,2,0,Shot At State (Sec),61,14,Bradley M2A3,Secondary,2,15154,2748,1
30,14950,3726,208,Red_Inf_Squad,6,2,6,Shot At State (Pri),61,14,Bradley M2A3,Primary,1,15132,2757,1
23,14979,3739,254,Red_Inf_Squad,6,2,6,Shot At State (Sec),61,14,Bradley M2A3,Secondary,2,14875,3036,1
