# MANA MultiRun Summary File
# Version: 5.01.04
# Machine Name: APGRNBRCG5RTKZK
# Scenario,C:\Users\steve.mazza\Desktop\School\SE311-114G\MANA_version5_31st_Jan_2013\ThesisScenario_3_12.xml
# MultiRun Started,3/21/2013,1:00:45 PM
Run,Seed,Alleg1Cas(Blue),Alleg2Cas(Red),Alleg0Cas(Neutral),Blue Reach Goal,Red Reach Goal,Neutral Reach Goal,Steps, Sqd1Cas, Sqd2Cas, Sqd3Cas, Sqd4Cas, Sqd5Cas, Sqd6Cas, Sqd7Cas, Sqd8Cas, Sqd9Cas, Sqd10Cas, Sqd11Cas, Sqd12Cas, Sqd13Cas, Sqd14Cas, Sqd15Cas, Sqd16Cas, Sqd17Cas, Sqd18Cas, Sqd19Cas, Sqd20Cas, Sqd21Cas, Sqd22Cas, Sqd23Cas, Sqd24Cas, Sqd25Cas, Sqd26Cas, Sqd1Inj, Sqd2Inj, Sqd3Inj, Sqd4Inj, Sqd5Inj, Sqd6Inj, Sqd7Inj, Sqd8Inj, Sqd9Inj, Sqd10Inj, Sqd11Inj, Sqd12Inj, Sqd13Inj, Sqd14Inj, Sqd15Inj, Sqd16Inj, Sqd17Inj, Sqd18Inj, Sqd19Inj, Sqd20Inj, Sqd21Inj, Sqd22Inj, Sqd23Inj, Sqd24Inj, Sqd25Inj, Sqd26Inj
1,1547797252,14,65,0,No,No,Yes,13611, 5, 1, 2, 1, 0, 16, 3, 0, 0, 0, 3, 4, 0, 0, 1, 0, 11, 16, 3, 1, 2, 0, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2,-122481968,16,55,0,No,No,Yes,11319, 5, 1, 2, 1, 3, 16, 1, 0, 0, 1, 4, 0, 1, 1, 1, 1, 10, 9, 3, 1, 2, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3,1912473434,29,54,0,No,No,Yes,9082, 4, 1, 2, 1, 5, 15, 2, 0, 0, 0, 7, 2, 7, 1, 1, 1, 9, 10, 3, 0, 2, 0, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4,-748644251,18,65,0,No,No,Yes,22681, 6, 1, 1, 0, 5, 15, 0, 0, 0, 1, 2, 6, 3, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5,-85325251,22,56,0,No,No,Yes,10541, 5, 1, 1, 0, 1, 16, 2, 0, 0, 1, 7, 1, 7, 1, 0, 1, 6, 11, 3, 1, 2, 2, 4, 0, 1, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
# MultiRun Finished,3/21/2013,1:27:05 PM
, , BlueCas, RedCas, NeutralCas, BlueGoal, RedGoal, SquadGoal, Steps, RealTime, 
Means, , 19.800000, 59.000000, 0.000000, 0.000000, 0.000000, 1.000000, 13446.800000, 13446.800000, 
Std Errors, , 2.653300, 2.469818, 0.000000, 0.000000, 0.000000, 0.000000, 2421.983658, 2421.983658, 
# Output Ends
